name,ingredients,diet,flavor,course,state,region,style,category,source
Blueberry 'N White Chocolate Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Butterscotch Ribbon Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Alphonso Mango Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Banana 'N Strawberry  Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Bavarian Chocolate Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Black Currant Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Chocolate Almond Praline Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Chocolate Mousse Royale Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Crunchy Honeycomb Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Ferrero Moments Mousse Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Cookies 'N Cream Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Cotton Candy Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Cotton Candy Ice Cream.,,,,,,,,value scoops,swiggy_bangalore
Cotton Candy Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Dutch Chocolate Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Dutch Chocolate Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Gold Medal Ribbon Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Fruit Overload Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Mint Milk Chocolate Chips Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Mississippi Mud Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Mississippi Mud Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Hop Scotch Butterscotch Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Honey Nut Crunch Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Lotus Biscoff Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Jello Mello Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Lotus Biscoff Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Naughty Nutella Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Pralines 'N Cream Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Roasted Coffee Creme Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Rabdi Jalebi Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Salted Butter Popcorn Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Shooting Star Ice Cream (Small Scoop),,,,,,,,value scoops,swiggy_bangalore
Roasted Californian Almond Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Splish Splash Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Tender Coconut Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Three Cheers Chocolate Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Vanilla Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Very Berry Strawberry Ice Cream (Regular Scoop),,,,,,,,value scoops,swiggy_bangalore
Tender Coconut Ice Cream.(small Scoop),,,,,,,,flash sale,swiggy_bangalore
Very Berry Strawberry Ice Cream.(small Scoop),,,,,,,,flash sale,swiggy_bangalore
Vanilla Ice Cream.(small Scoop),,,,,,,,flash sale,swiggy_bangalore
Three Cheers Chocolate Ice Cream.(small Scoop),,,,,,,,flash sale,swiggy_bangalore
Veg Family Bucket Biryani,,,,,,,,recommended,swiggy_bangalore
Paneer Makhani Family Bucket Biryani,,,,,,,,recommended,swiggy_bangalore
Curd Rice Dal Khichdi,,,,,,,,recommended,swiggy_bangalore
Andhra Veg Meals (For 2),,,,,,,,recommended,swiggy_bangalore
Andhra Veg Carrier Meals (For 3-4),,,,,,,,recommended,swiggy_bangalore
Andhra Non-veg Meals (For 1),,,,,,,,recommended,swiggy_bangalore
Andhra Non-Veg Carrier Meals (for 3-4),,,,,,,,recommended,swiggy_bangalore
Andhra Gun Powder Khichdi,,,,,,,,recommended,swiggy_bangalore
Ghee Podi Khichdi,,,,,,,,recommended,swiggy_bangalore
Paneer Hyderabadi Biryani,,,,,,,,recommended,swiggy_bangalore
Paneer Makhni Biryani,,,,,,,,recommended,swiggy_bangalore
Andhra Style Chicken Biryani,,,,,,,,recommended,swiggy_bangalore
Egg Biryani,,,,,,,,recommended,swiggy_bangalore
Boneless Kebab Biryani,,,,,,,,recommended,swiggy_bangalore
Chicken Tikka Masala Biryani,,,,,,,,recommended,swiggy_bangalore
Bhai Biryani - Khushka with Egg,,,,,,,,recommended,swiggy_bangalore
Bhai Biryani Khushka with Egg - Family Pack (Serves 3-4),,,,,,,,recommended,swiggy_bangalore
Fried Chicken Kebab (Boneless),,,,,,,,recommended,swiggy_bangalore
Andhra Pepper Chicken Boneless,,,,,,,,recommended,swiggy_bangalore
Ghee Gulab Jamun (2 Pcs),,,,,,,,recommended,swiggy_bangalore
Sambar Rice Bowl,,,,,,,,lite and wholesome,swiggy_bangalore
Curd And Poriyal Rice Bowl,,,,,,,,lite and wholesome,swiggy_bangalore
Sambar Dal Khichdi,,,,,,,,lite and wholesome,swiggy_bangalore
Deccan Dal Khichdi,,,,,,,,lite and wholesome,swiggy_bangalore
Rasam and Poriyal Rice Bowl,,,,,,,,lite and wholesome,swiggy_bangalore
Andhra Veg Meals (For 1),,,,,,,,authentic andhra meals,swiggy_bangalore
Andhra Non-veg Meals (For 2),,,,,,,,authentic andhra meals,swiggy_bangalore
Gunpowder Ghee Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Pappu Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Brinjal Curry Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Chicken Pulusu Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Egg Curry Rice Bowl (Andhra Style),,,,,,,,andhra bowls,swiggy_bangalore
Andhra Chicken Curry Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Sambar Rice and Chicken Masala Fry Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Rasam Rice and Bangalore Kebab Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Chicken Tikka Rice Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Sambar Rice and Bangalore Kebab Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Rasam Rice and Chicken Masala Fry Bowl,,,,,,,,andhra bowls,swiggy_bangalore
Pappu Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Butter Paneer Masala Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Chicken Tikka Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Chicken Pulusu Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Guntur Chicken Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Coastal Chicken Curry Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Butter Chicken Ghee Rice Bowl,,,,,,,,ghee rice bowls,swiggy_bangalore
Payasam (200 g),,,,,,,,desserts,swiggy_bangalore
Ghee Gulab Jamun (4 Pcs),,,,,,,,desserts,swiggy_bangalore
Dry Fruit Rabdi,,,,,,,,desserts,swiggy_bangalore
Rabdi,,,,,,,,desserts,swiggy_bangalore
Shahi Tukda.,,,,,,,,desserts,swiggy_bangalore
Nizami Kheer,,,,,,,,desserts,swiggy_bangalore
Tender Coconut Pudding,,,,,,,,desserts,swiggy_bangalore
Hummus & Bell Pepper Wrap,,,,,,,,recommended,swiggy_bangalore
Hummus & Olives Wrap,,,,,,,,recommended,swiggy_bangalore
Deviled Egg & Sriracha Wrap,,,,,,,,recommended,swiggy_bangalore
Fried Chicken & Mozzarella Wrap,,,,,,,,recommended,swiggy_bangalore
Peri-Peri Chicken & Mozzarella Wrap,,,,,,,,recommended,swiggy_bangalore
Estelle (Veggies & Mozza Sandwich),,,,,,,,recommended,swiggy_bangalore
Laura (Mozza & Basil Pesto Sandwich),,,,,,,,recommended,swiggy_bangalore
Sophie (Feta & Olives Sandwich),,,,,,,,recommended,swiggy_bangalore
Olivia (Mushroom & Feta Sandwich),,,,,,,,recommended,swiggy_bangalore
Franck (Deviled Egg & Sriracha Sandwich),,,,,,,,recommended,swiggy_bangalore
Hugo (Fried Chicken & Mozza Sandwich),,,,,,,,recommended,swiggy_bangalore
Michel (Chicken & Mozza Sandwich),,,,,,,,recommended,swiggy_bangalore
Aime (Chicken & Chilli Sandwich),,,,,,,,recommended,swiggy_bangalore
Victor (Lamb & Garlic Aioli Sandwich),,,,,,,,recommended,swiggy_bangalore
Jacques (Butter Garlic Prawns & Aioli Sandwich),,,,,,,,recommended,swiggy_bangalore
Jean (Bacon & Feta Sandwich),,,,,,,,recommended,swiggy_bangalore
Cajun Spiced Fries,,,,,,,,recommended,swiggy_bangalore
Fries with Cheese Dip,,,,,,,,recommended,swiggy_bangalore
Hummus with Olives & Toasted Bread,,,,,,,,recommended,swiggy_bangalore
Onion Rings,,,,,,,,recommended,swiggy_bangalore
Dark Chocolate Crepe,,,,,,,,sweet crepes,swiggy_bangalore
Salted Caramel & Biscuit Crepe,,,,,,,,sweet crepes,swiggy_bangalore
Nutella Crepe,,,,,,,,sweet crepes,swiggy_bangalore
Dark Chocolate Torte with Vanilla Ice-cream,,,,,,,,desserts,swiggy_bangalore
Salted Caramel Cream Cup,,,,,,,,desserts,swiggy_bangalore
Chunky Chocolate Cookie,,,,,,,,desserts,swiggy_bangalore
Traditional Tiramisu,,,,,,,,desserts,swiggy_bangalore
Apple Crumble Cake with Vanilla Ice-cream,,,,,,,,desserts,swiggy_bangalore
European Hot Chocolate,,,,,,,,hot chocolate,swiggy_bangalore
French Vanilla Biscuit Shake,,,,,,,,shakes,swiggy_bangalore
Oreo & Chocolate Shake,,,,,,,,shakes,swiggy_bangalore
Strawberry Cheesecake Shake,,,,,,,,shakes,swiggy_bangalore
Fresh Watermelon & Mint Juice,,,,,,,,cold drinks,swiggy_bangalore
Homemade Ginger Ale,,,,,,,,cold drinks,swiggy_bangalore
Fresh Iced Tea - Peach,,,,,,,,cold drinks,swiggy_bangalore
Fresh Iced Tea - Lemon & Mint,,,,,,,,cold drinks,swiggy_bangalore
Classic Cold Coffee,,,,,,,,cold drinks,swiggy_bangalore
Hazelnut Cold Coffee,,,,,,,,cold drinks,swiggy_bangalore
Virgin Pina Colada,,,,,,,,cold drinks,swiggy_bangalore
Blueberry Lemonade Kombucha,,,,,,,,canned beverages,swiggy_bangalore
Salted Lime Kombucha,,,,,,,,canned beverages,swiggy_bangalore
Coke - 300ml Can,,,,,,,,canned beverages,swiggy_bangalore
Diet Coke - 300ml Can,,,,,,,,canned beverages,swiggy_bangalore
Thums Up - 300ml Can,,,,,,,,canned beverages,swiggy_bangalore
Americano,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Cafe Latte,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Cappuccino,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Flat White,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Mocha,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Iced Americano,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Spanish Latte,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Iced Latte,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Iced Cappuccino,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Iced Spanish Latte,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Fresh Coconut Water & Espresso,,,,,,,,specialty coffee by mannheim,swiggy_bangalore
Korean & Thai Roll Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Indian Tandoori Roll Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Korean Tangy Roll & Popcorn Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Thai Spicy Roll & Zinger Chicken Meal,,,,,,,,recommended,swiggy_bangalore
American Roll & Popcorn Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Thai Spicy Roll & Popcorn Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Korean Tangy Roll & Zinger Chicken Meal,,,,,,,,recommended,swiggy_bangalore
Korean Tangy Chicken Roll,,,,,,,,recommended,swiggy_bangalore
Thai Spicy Chicken Roll,,,,,,,,recommended,swiggy_bangalore
Indian Tandoori Chicken Roll,,,,,,,,recommended,swiggy_bangalore
Indian Spicy Veg Roll,,,,,,,,recommended,swiggy_bangalore
Classic Chicken Roll,,,,,,,,recommended,swiggy_bangalore
Double Chicken Roll,,,,,,,,recommended,swiggy_bangalore
Gold Edition - Chicken Zinger Burger & Fries,,,,,,,,recommended,swiggy_bangalore
Gold Edition - Veg Zinger Burger,,,,,,,,recommended,swiggy_bangalore
Chatpata Chana Veg Burger - 2 pc,,,,,,,,recommended,swiggy_bangalore
2 x Chatpata Chana Veg Burger & Fries combo,,,,,,,,recommended,swiggy_bangalore
2 x Chatpata Chana Veg Burger Meal,,,,,,,,recommended,swiggy_bangalore
Spicy Zinger Burger and Popcorn Meal,,,,,,,,recommended,swiggy_bangalore
Spicy Zinger Burger,,,,,,,,recommended,swiggy_bangalore
Spicy Zinger Burger and Chicken Meal,,,,,,,,burgers,swiggy_bangalore
Zinger Pro Burger & Popcorn Meal,,,,,,,,burgers,swiggy_bangalore
Zinger Pro Burger,,,,,,,,burgers,swiggy_bangalore
Zinger Pro Burger & Chicken Meal,,,,,,,,burgers,swiggy_bangalore
Chicken Burger Buddy Meal,,,,,,,,burgers,swiggy_bangalore
Mixed Chicken Zinger Burger Doubles,,,,,,,,burgers,swiggy_bangalore
Classic Zinger Mojito Combo,,,,,,,,burgers,swiggy_bangalore
Chicken Zinger Burger - Classic with Cheese,,,,,,,,burgers,swiggy_bangalore
Chicken Zinger Burger - Tandoori with Cheese,,,,,,,,burgers,swiggy_bangalore
Paneer Zinger Burger,,,,,,,,burgers,swiggy_bangalore
Veg Zinger Burger with Cheese,,,,,,,,burgers,swiggy_bangalore
Chicken Zinger Burger - Classic,,,,,,,,burgers,swiggy_bangalore
Chicken Longer Burger & 2 Strips Combo,,,,,,,,burgers,swiggy_bangalore
Veg Longer Burger - 2pc,,,,,,,,burgers,swiggy_bangalore
Chicken Zinger Burger - Tandoori,,,,,,,,burgers,swiggy_bangalore
2 Classic Chicken Krisper Burgers,,,,,,,,burgers,swiggy_bangalore
Veg Krisper Burgers - 2pc,,,,,,,,burgers,swiggy_bangalore
All Chicken Box,,,,,,,,all day lunch special meal box (save rs 115),swiggy_bangalore
Classic Zinger Box,,,,,,,,all day lunch special meal box (save rs 115),swiggy_bangalore
Rice Box Meal,,,,,,,,all day lunch special meal box (save rs 115),swiggy_bangalore
Roll Meal Box,,,,,,,,all day lunch special meal box (save rs 115),swiggy_bangalore
Veg Box Meal,,,,,,,,all day lunch special meal box (save rs 115),swiggy_bangalore
Peri Peri Chicken 5 Leg Piece Meal,,,,,,,,peri peri chicken strips & leg pc (up to 25% off),swiggy_bangalore
Peri Peri 10 Pc Chicken Strips & 2 Dips,,,,,,,,peri peri chicken strips & leg pc (up to 25% off),swiggy_bangalore
5 Leg Pc & Pepsi Bottle Combo,,,,,,,,peri peri chicken strips & leg pc (up to 25% off),swiggy_bangalore
Peri Peri Chicken 5 Leg Piece Bucket,,,,,,,,peri peri chicken strips & leg pc (up to 25% off),swiggy_bangalore
Peri Peri Chicken Strips - 6 Pc,,,,,,,,peri peri chicken strips & leg pc (up to 25% off),swiggy_bangalore
Chicken Bucket for Two,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Classic Chicken Krisper Burger Combo,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Chicken Mingles Bucket Meal,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Chicken Mingles Bucket,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Chicken & French Fries Bucket,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
2 X Veg Krispers Burger Meal,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Classic Zinger Pepsi Bottle Combo,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
2 Veg Longer Burger & 2 Pepsi Reusable,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Classic Chicken Roll Feast,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Double Chicken Roll Combo,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Classic Chicken Roll & Popcorn Meal,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Rice & Chicken Popcorn Delight Meal,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Veg Rice & Patty Duo meal,,,,,,,,epic value meals for 1-2 (up to 22% off),swiggy_bangalore
Ultimate Savings Chicken Bucket,,,,,,,,epic savings bucket for 3-4 (up to 32% off),swiggy_bangalore
All in One Chicken Bucket,,,,,,,,epic savings bucket for 3-4 (up to 32% off),swiggy_bangalore
Stay Home Chicken Bucket,,,,,,,,epic savings bucket for 3-4 (up to 32% off),swiggy_bangalore
Big 12 - Chicken Bucket,,,,,,,,epic savings bucket for 3-4 (up to 32% off),swiggy_bangalore
Big 8 - Chicken Bucket,,,,,,,,epic savings bucket for 3-4 (up to 32% off),swiggy_bangalore
Duo Popcorn Chicken Rice Bowl - Biryani Style,,,,,,,,rice bowlz,swiggy_bangalore
Popcorn Rice & Pepsi Bottle Combo,,,,,,,,rice bowlz,swiggy_bangalore
Classic Chicken Rice Bowl - Biryani Style,,,,,,,,rice bowlz,swiggy_bangalore
Smoky Red Chicken Rice Bowl - Biryani Style,,,,,,,,rice bowlz,swiggy_bangalore
Popcorn Chicken Rice Bowl - Biryani Style,,,,,,,,rice bowlz,swiggy_bangalore
Veg Rice Bowl - Biryani Style,,,,,,,,rice bowlz,swiggy_bangalore
Popcorn Chicken Rice Bowlz & Wings Meal,,,,,,,,rice bowlz,swiggy_bangalore
Plain Rice Bowlz,,,,,,,,rice bowlz,swiggy_bangalore
Hot & Crispy Chicken - 8 pcs,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Hot & Crispy Chicken - 6 pcs,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Hot & Crispy Chicken - 4 pcs,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Hot & Crispy Chicken- 2 pcs,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Hot Chicken Wings - 4 pcs,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Hot & Crispy Chicken - 1 pc,,,,,,,,hot & crispy chicken & wings,swiggy_bangalore
Chicken Popcorn - Large,,,,,,,,boneless chicken popcorn,swiggy_bangalore
Chicken Popcorn - Medium,,,,,,,,boneless chicken popcorn,swiggy_bangalore
2 x Medium Chicken Popcorn,,,,,,,,boneless chicken popcorn,swiggy_bangalore
Chicken Popcorn - Regular,,,,,,,,boneless chicken popcorn,swiggy_bangalore
5 Pc Smoky Chicken Mojito Combo,,,,,,,,grilled smoky red chicken,swiggy_bangalore
Smoky Red Grilled Chicken - 5 pc,,,,,,,,grilled smoky red chicken,swiggy_bangalore
Smoky Red Grilled Chicken - 2 pc,,,,,,,,grilled smoky red chicken,swiggy_bangalore
Smoky Red Grilled Chicken - 1 pc,,,,,,,,grilled smoky red chicken,swiggy_bangalore
Gold Edition - Regular Fries,,,,,,,,sides and dips,swiggy_bangalore
Peri Peri Chicken Strips - 3 pc,,,,,,,,sides and dips,swiggy_bangalore
Peri Peri Chicken Leg Piece - 1 pc,,,,,,,,sides and dips,swiggy_bangalore
2 pc Veg Patty,,,,,,,,sides and dips,swiggy_bangalore
French Fries - Large,,,,,,,,sides and dips,swiggy_bangalore
French Fries - Medium,,,,,,,,sides and dips,swiggy_bangalore
Pack of 4 Dips,,,,,,,,sides and dips,swiggy_bangalore
Pack of 2 Dips,,,,,,,,sides and dips,swiggy_bangalore
Tandoori Flavour Dip - 20 gm,,,,,,,,sides and dips,swiggy_bangalore
Rizz Fizz,,,,,,,,desserts & beverages,swiggy_bangalore
Cold Coffee - Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Virgin Mojito Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Masala Pepsi Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Masala Mirinda Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Dew Mojito Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Pepsi Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
7Up Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Mirinda Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Mountain Dew Reusable Bottle,,,,,,,,desserts & beverages,swiggy_bangalore
Choco Mud Pie,,,,,,,,desserts & beverages,swiggy_bangalore
Pepsi Can 300 ml,,,,,,,,desserts & beverages,swiggy_bangalore
7UP Can 300 ml,,,,,,,,desserts & beverages,swiggy_bangalore
Pepsi Black Can 300 ml,,,,,,,,desserts & beverages,swiggy_bangalore
Mirinda Can 300 ml,,,,,,,,desserts & beverages,swiggy_bangalore
Craving Saving meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Party Bucket Meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Insta Reel Korean Roll Meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Night Owl Roll combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Rice Krunch Bowl Combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Peri Peri Binge Watch combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Thai Roll Dream meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Night Shift Zinger Pro Meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Rice & Bites combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Midnight Spicy Zinger & Popcorn Meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Gaming Night Korean Roll meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Lazy BFF Rice combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Night Bite Veg Roll combo,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Still Awake Veg Zinger Meal,,,,,,,,late night specials (starting at 199),swiggy_bangalore
Crispy Veggie Burger + McVeggie Burger + Fries (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Crispy Veggie Burger Meal (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Mc Crispy Chicken Burger Meal (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mc Crispy Chicken Burger + McChicken Burger + Fries (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mc Crispy Chicken Burger + McSpicy Chicken Wings - 2 pc + Coke (M)..,,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Chicken Surprise Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Aloo Tikki Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Aloo Tikki Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Egg Burger Combo (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Spicy Chicken Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Spicy Paneer Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Spicy Premium Chicken Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Mc Spicy Premium Paneer Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Korean Yuzu-Pop Sprite.,,,,,,,,mexican range & new offerings,swiggy_bangalore
McSaver Korean Chicken Surprise Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
McSaver Korean Mc Aloo Tikki Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
McSaver Korean Mc Egg Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Corn and Cheese Burger + Coke (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Corn & Cheese Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Corn & Cheese Burger Combo (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Corn & Cheese Burger + Fries (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Grilled Chicken Cheese Burger + Coke (M).,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger.,,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger Combo (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Mexican Grilled Chicken & Cheese Burger + Fries (M),,,,,,,,mexican range & new offerings,swiggy_bangalore
Cappuccino (S) + Iced Coffee (S),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Veg Pizza McPuff + McSpicy Chicken Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + McAloo Tikki Burger,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McChicken Burger + Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Fries (M),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McAloo Tikki Burger + Veg Pizza McPuff + Coke,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McAloo Tikki + Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican McAloo Tikki Burger + Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McChicken Burger + Veg Pizza McPuff,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Veg Pizza McPuff,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Mexican McAloo Tikki Burger + Fries (L),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McChicken Burger + Fries (L),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Fries (L),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
2 Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Grilled Chicken & Cheese Burger + Coke,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McAloo Tikki Burger + Veg Pizza McPuff + Fries (R),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Fries (M) + Piri Piri Mix,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McVeggie Burger + Veg Pizza McPuff + Fries (L),,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
6 Pc Chicken Nuggets + Fries (M) + Piri Piri Spice Mix,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
Grilled Chicken & Cheese Burger + Veg Pizza McPuff,,,,,,,,mcsaver combos (2 pc meals),swiggy_bangalore
